Timestamp,Location,Latitude,Longitude,Traffic Volume,Avg Speed (km/h),Weather,Rain(mm),Accident,Event,Public Transport Density,Congestion Level
2026-06-05 02:50,Pari Chowk,28.4671,77.503,78,50,Cloudy,0,Yes,Yes,60,Low
2026-06-05 03:00,Pari Chowk,28.4671,77.503,101,52,Rain,15,No,Yes,98,Low
2026-06-05 03:10,Akshardham Route,28.6127,77.2773,623,17,Rain,2,No,No,66,High
2026-06-05 03:20,Akshardham Route,28.6127,77.2773,509,25,Heavy Rain,16,No,No,36,Medium
2026-06-05 03:30,Botanical Garden,28.5636,77.334,352,47,Fog,0,No,Yes,42,Low
2026-06-05 03:40,Connaught Place,28.6315,77.2167,611,30,Clear,0,No,No,38,Medium
2026-06-05 03:50,MG Road Gurgaon,28.4794,77.0806,648,15,Rain,17,No,No,58,High
2026-06-05 04:00,MG Road Gurgaon,28.4794,77.0806,92,37,Rain,3,Yes,No,56,Medium
2026-06-05 04:10,IGI Airport T3,28.5562,77.1,226,43,Heavy Rain,10,No,Yes,59,Low
2026-06-05 04:20,Karol Bagh,28.6519,77.1909,628,17,Heavy Rain,16,No,No,98,High
2026-06-05 04:30,Sector 18 Noida,28.5706,77.324,319,49,Cloudy,0,No,No,88,Low
2026-06-05 04:40,MG Road Gurgaon,28.4794,77.0806,318,49,Clear,0,No,Yes,68,Low
2026-06-05 04:50,Sector 62 Noida,28.628,77.3649,447,41,Fog,0,No,Yes,55,Low
2026-06-05 05:00,Akshardham Route,28.6127,77.2773,845,14,Clear,0,No,No,42,Very High
2026-06-05 05:10,Sector 62 Noida,28.628,77.3649,271,40,Heavy Rain,18,No,No,92,Low
2026-06-05 05:20,Pari Chowk,28.4671,77.503,639,16,Rain,16,No,No,11,High
2026-06-05 05:30,Akshardham Route,28.6127,77.2773,410,31,Heavy Rain,16,No,No,84,Medium
2026-06-05 05:40,MG Road Gurgaon,28.4794,77.0806,260,53,Clear,0,No,Yes,18,Low
2026-06-05 05:50,Sector 62 Noida,28.628,77.3649,307,38,Heavy Rain,16,No,No,47,Medium
2026-06-05 06:00,Sector 18 Noida,28.5706,77.324,684,25,Clear,0,No,No,77,Medium
2026-06-05 06:10,Greater Noida West,28.59,77.43,523,36,Fog,0,No,Yes,35,Medium
2026-06-05 06:20,Sector 62 Noida,28.628,77.3649,680,5,Heavy Rain,15,Yes,Yes,76,Very High
2026-06-05 06:30,Vaishali Ghaziabad,28.646,77.339,888,5,Fog,0,Yes,Yes,86,Very High
2026-06-05 06:40,IGI Airport T3,28.5562,77.1,832,15,Cloudy,0,No,No,37,Very High
2026-06-05 06:50,Cyber Hub Gurgaon,28.4959,77.0882,468,24,Fog,0,Yes,No,47,High
2026-06-05 07:00,MG Road Gurgaon,28.4794,77.0806,589,31,Clear,0,No,No,13,Medium
2026-06-05 07:10,Lajpat Nagar,28.5677,77.243,146,61,Fog,0,No,No,86,Low
2026-06-05 07:20,MG Road Gurgaon,28.4794,77.0806,59,67,Fog,0,No,Yes,23,Low
2026-06-05 07:30,DND Flyway,28.5942,77.3053,501,37,Cloudy,0,No,No,11,Medium
2026-06-05 07:40,IGI Airport T3,28.5562,77.1,95,64,Clear,0,No,No,34,Low
2026-06-05 07:50,Pari Chowk,28.4671,77.503,375,45,Fog,0,No,Yes,30,Low
2026-06-05 08:00,MG Road Gurgaon,28.4794,77.0806,693,24,Clear,0,No,No,54,High
2026-06-05 08:10,Cyber Hub Gurgaon,28.4959,77.0882,656,27,Clear,0,No,No,69,Medium
2026-06-05 08:20,Sector 62 Noida,28.628,77.3649,253,27,Heavy Rain,5,Yes,No,24,Medium
2026-06-05 08:30,Akshardham Route,28.6127,77.2773,520,36,Fog,0,No,No,98,Medium
2026-06-05 08:40,India Gate,28.6129,77.2295,262,41,Rain,2,No,No,67,Low
2026-06-05 08:50,Dwarka Sector 21,28.5511,77.0565,436,41,Cloudy,0,No,No,63,Low
2026-06-05 09:00,Sector 18 Noida,28.5706,77.324,658,5,Heavy Rain,20,Yes,No,38,Very High
2026-06-05 09:10,Karol Bagh,28.6519,77.1909,119,51,Heavy Rain,5,No,No,84,Low
2026-06-05 09:20,Akshardham Route,28.6127,77.2773,615,17,Heavy Rain,5,No,Yes,64,High
2026-06-05 09:30,Connaught Place,28.6315,77.2167,708,23,Fog,0,No,Yes,40,Very High
2026-06-05 09:40,Botanical Garden,28.5636,77.334,895,5,Rain,1,No,No,78,Very High
2026-06-05 09:50,Sector 62 Noida,28.628,77.3649,859,5,Rain,7,No,No,38,Very High
2026-06-05 10:00,Sector 62 Noida,28.628,77.3649,336,21,Rain,18,Yes,No,81,High
2026-06-05 10:10,MG Road Gurgaon,28.4794,77.0806,366,46,Cloudy,0,No,No,54,Low
2026-06-05 10:20,Vaishali Ghaziabad,28.646,77.339,208,45,Heavy Rain,6,No,No,80,Low
2026-06-05 10:30,Connaught Place,28.6315,77.2167,750,8,Rain,14,No,No,90,Very High
2026-06-05 10:40,Lajpat Nagar,28.5677,77.243,415,31,Heavy Rain,5,No,Yes,59,Medium
2026-06-05 10:50,Sector 62 Noida,28.628,77.3649,179,44,Clear,0,Yes,No,25,Low
2026-06-05 11:00,Karol Bagh,28.6519,77.1909,879,12,Clear,0,No,No,29,Very High
2026-06-05 11:10,Greater Noida West,28.59,77.43,157,48,Rain,18,No,No,43,Low
2026-06-05 11:20,Sector 18 Noida,28.5706,77.324,864,5,Heavy Rain,11,No,No,32,Very High
2026-06-05 11:30,Akshardham Route,28.6127,77.2773,663,14,Heavy Rain,5,No,Yes,73,Very High
2026-06-05 11:40,Karol Bagh,28.6519,77.1909,380,45,Fog,0,No,No,95,Low
2026-06-05 11:50,Akshardham Route,28.6127,77.2773,716,11,Heavy Rain,17,No,No,53,Very High
2026-06-05 12:00,Karol Bagh,28.6519,77.1909,365,34,Heavy Rain,13,No,No,24,Medium
2026-06-05 12:10,IGI Airport T3,28.5562,77.1,67,54,Heavy Rain,5,No,Yes,80,Low
2026-06-05 12:20,Greater Noida West,28.59,77.43,896,11,Fog,0,No,No,17,Very High
2026-06-05 12:30,Vaishali Ghaziabad,28.646,77.339,754,8,Rain,19,No,Yes,39,Very High
2026-06-05 12:40,Connaught Place,28.6315,77.2167,315,34,Clear,0,Yes,Yes,95,Medium
2026-06-05 12:50,Dwarka Sector 21,28.5511,77.0565,810,16,Fog,0,No,No,82,Very High
2026-06-05 13:00,Karol Bagh,28.6519,77.1909,804,17,Cloudy,0,No,No,50,Very High
2026-06-05 13:10,Akshardham Route,28.6127,77.2773,621,17,Rain,4,No,Yes,40,High
2026-06-05 13:20,Pari Chowk,28.4671,77.503,744,5,Rain,17,Yes,Yes,24,Very High
2026-06-05 13:30,IGI Airport T3,28.5562,77.1,182,46,Heavy Rain,8,No,No,96,Low
2026-06-05 13:40,Connaught Place,28.6315,77.2167,591,31,Cloudy,0,No,No,36,Medium
2026-06-05 13:50,Connaught Place,28.6315,77.2167,787,6,Heavy Rain,13,No,No,46,Very High
2026-06-05 14:00,IGI Airport T3,28.5562,77.1,605,18,Rain,1,No,Yes,54,High
2026-06-05 14:10,India Gate,28.6129,77.2295,259,38,Cloudy,0,Yes,No,42,Medium
2026-06-05 14:20,Connaught Place,28.6315,77.2167,242,27,Rain,11,Yes,No,64,Medium
2026-06-05 14:30,Cyber Hub Gurgaon,28.4959,77.0882,612,5,Heavy Rain,2,Yes,Yes,65,Very High
2026-06-05 14:40,India Gate,28.6129,77.2295,391,32,Rain,10,No,No,90,Medium
2026-06-05 14:50,MG Road Gurgaon,28.4794,77.0806,694,24,Clear,0,No,No,41,High
2026-06-05 15:00,Botanical Garden,28.5636,77.334,197,42,Clear,0,Yes,No,15,Low
2026-06-05 15:10,Vaishali Ghaziabad,28.646,77.339,266,53,Fog,0,No,No,41,Low
2026-06-05 15:20,IGI Airport T3,28.5562,77.1,558,21,Rain,15,No,No,36,High
2026-06-05 15:30,Cyber Hub Gurgaon,28.4959,77.0882,420,42,Cloudy,0,No,Yes,76,Low
2026-06-05 15:40,Sector 18 Noida,28.5706,77.324,564,18,Clear,0,Yes,No,38,High
2026-06-05 15:50,India Gate,28.6129,77.2295,64,66,Clear,0,No,No,39,Low
2026-06-05 16:00,DND Flyway,28.5942,77.3053,631,28,Fog,0,No,No,66,Medium
2026-06-05 16:10,India Gate,28.6129,77.2295,488,38,Fog,0,No,No,21,Medium
2026-06-05 16:20,Greater Noida West,28.59,77.43,573,32,Fog,0,No,No,92,Medium
2026-06-05 16:30,Dwarka Sector 21,28.5511,77.0565,399,44,Fog,0,No,No,23,Low
2026-06-05 16:40,MG Road Gurgaon,28.4794,77.0806,661,11,Cloudy,0,Yes,No,89,Very High
2026-06-05 16:50,Sector 18 Noida,28.5706,77.324,463,28,Rain,11,No,No,64,Medium
2026-06-05 17:00,Cyber Hub Gurgaon,28.4959,77.0882,861,13,Clear,0,No,No,30,Very High
2026-06-05 17:10,Vaishali Ghaziabad,28.646,77.339,259,41,Heavy Rain,20,No,No,59,Low
2026-06-05 17:20,Greater Noida West,28.59,77.43,120,50,Heavy Rain,6,No,No,83,Low
2026-06-05 17:30,Botanical Garden,28.5636,77.334,470,12,Heavy Rain,9,Yes,No,57,Very High
2026-06-05 17:40,IGI Airport T3,28.5562,77.1,389,45,Fog,0,No,No,94,Low
2026-06-05 17:50,Sector 62 Noida,28.628,77.3649,188,43,Cloudy,0,Yes,No,11,Low
2026-06-05 18:00,DND Flyway,28.5942,77.3053,451,28,Heavy Rain,5,No,Yes,25,Medium
2026-06-05 18:10,Akshardham Route,28.6127,77.2773,733,10,Rain,19,No,Yes,51,Very High
2026-06-05 18:20,Karol Bagh,28.6519,77.1909,475,39,Clear,0,No,No,60,Medium
2026-06-05 18:30,Sector 18 Noida,28.5706,77.324,71,66,Clear,0,No,No,80,Low
2026-06-05 18:40,Greater Noida West,28.59,77.43,341,48,Clear,0,No,No,52,Low
2026-06-05 18:50,Dwarka Sector 21,28.5511,77.0565,378,33,Heavy Rain,8,No,Yes,25,Medium
2026-06-05 19:00,Greater Noida West,28.59,77.43,283,40,Heavy Rain,1,No,No,86,Low
2026-06-05 19:10,DND Flyway,28.5942,77.3053,435,14,Rain,16,Yes,Yes,51,Very High
2026-06-05 19:20,IGI Airport T3,28.5562,77.1,135,46,Cloudy,0,Yes,No,74,Low
2026-06-05 19:30,MG Road Gurgaon,28.4794,77.0806,729,10,Rain,8,No,Yes,47,Very High
2026-06-05 19:40,Dwarka Sector 21,28.5511,77.0565,57,52,Cloudy,0,Yes,Yes,78,Low
2026-06-05 19:50,Sector 62 Noida,28.628,77.3649,624,14,Cloudy,0,Yes,No,93,Very High
2026-06-05 20:00,India Gate,28.6129,77.2295,855,13,Clear,0,No,No,58,Very High
2026-06-05 20:10,India Gate,28.6129,77.2295,732,22,Cloudy,0,No,No,65,Very High
2026-06-05 20:20,Greater Noida West,28.59,77.43,234,55,Cloudy,0,No,Yes,55,Low
2026-06-05 20:30,Karol Bagh,28.6519,77.1909,731,22,Cloudy,0,No,No,10,Very High
2026-06-05 20:40,Akshardham Route,28.6127,77.2773,675,25,Fog,0,No,No,29,Medium
2026-06-05 20:50,Lajpat Nagar,28.5677,77.243,138,61,Clear,0,No,No,70,Low
2026-06-05 21:00,Akshardham Route,28.6127,77.2773,262,53,Cloudy,0,No,No,85,Low
2026-06-05 21:10,Greater Noida West,28.59,77.43,183,58,Clear,0,No,Yes,58,Low
2026-06-05 21:20,Pari Chowk,28.4671,77.503,550,34,Clear,0,No,No,100,Medium
2026-06-05 21:30,Sector 62 Noida,28.628,77.3649,233,55,Cloudy,0,No,No,66,Low
2026-06-05 21:40,Sector 62 Noida,28.628,77.3649,573,20,Heavy Rain,19,No,Yes,18,High
2026-06-05 21:50,IGI Airport T3,28.5562,77.1,368,34,Heavy Rain,15,No,No,98,Medium
2026-06-05 22:00,India Gate,28.6129,77.2295,640,5,Heavy Rain,6,Yes,No,56,Very High
2026-06-05 22:10,Karol Bagh,28.6519,77.1909,424,30,Heavy Rain,10,No,No,86,Medium
2026-06-05 22:20,Connaught Place,28.6315,77.2167,180,46,Heavy Rain,9,No,Yes,50,Low
2026-06-05 22:30,Akshardham Route,28.6127,77.2773,731,7,Cloudy,0,Yes,Yes,51,Very High
2026-06-05 22:40,Connaught Place,28.6315,77.2167,310,38,Heavy Rain,7,No,No,40,Medium
2026-06-05 22:50,IGI Airport T3,28.5562,77.1,427,42,Clear,0,No,No,76,Low
2026-06-05 23:00,Karol Bagh,28.6519,77.1909,649,5,Rain,8,Yes,No,42,Very High
2026-06-05 23:10,Connaught Place,28.6315,77.2167,129,50,Rain,14,No,Yes,78,Low
2026-06-05 23:20,Connaught Place,28.6315,77.2167,430,42,Cloudy,0,No,No,93,Low
2026-06-05 23:30,Cyber Hub Gurgaon,28.4959,77.0882,581,20,Heavy Rain,1,No,No,19,High
2026-06-05 23:40,DND Flyway,28.5942,77.3053,409,16,Rain,15,Yes,No,49,High
2026-06-05 23:50,India Gate,28.6129,77.2295,431,30,Rain,15,No,No,20,Medium
2026-06-06 00:00,Sector 62 Noida,28.628,77.3649,185,46,Rain,14,No,No,32,Low
2026-06-06 00:10,Vaishali Ghaziabad,28.646,77.339,488,23,Clear,0,Yes,No,100,High
2026-06-06 00:20,Pari Chowk,28.4671,77.503,157,48,Heavy Rain,8,No,No,59,Low
2026-06-06 00:30,Karol Bagh,28.6519,77.1909,684,25,Fog,0,No,No,17,Medium
2026-06-06 00:40,Karol Bagh,28.6519,77.1909,280,52,Clear,0,No,No,82,Low
2026-06-06 00:50,Dwarka Sector 21,28.5511,77.0565,504,22,Clear,0,Yes,Yes,37,High
2026-06-06 01:00,DND Flyway,28.5942,77.3053,805,5,Rain,12,No,No,83,Very High
2026-06-06 01:10,Vaishali Ghaziabad,28.646,77.339,274,52,Cloudy,0,No,No,53,Low
2026-06-06 01:20,MG Road Gurgaon,28.4794,77.0806,153,48,Rain,1,No,Yes,37,Low
2026-06-06 01:30,Sector 18 Noida,28.5706,77.324,217,44,Rain,15,No,No,15,Low
2026-06-06 01:40,Greater Noida West,28.59,77.43,54,52,Clear,0,Yes,No,49,Low
2026-06-06 01:50,India Gate,28.6129,77.2295,312,50,Fog,0,No,No,67,Low
2026-06-06 02:00,Akshardham Route,28.6127,77.2773,784,6,Rain,9,No,No,61,Very High
2026-06-06 02:10,Pari Chowk,28.4671,77.503,125,62,Cloudy,0,No,No,80,Low
2026-06-06 02:20,Akshardham Route,28.6127,77.2773,756,5,Cloudy,0,Yes,No,24,Very High
2026-06-06 02:30,MG Road Gurgaon,28.4794,77.0806,154,60,Clear,0,No,Yes,13,Low
2026-06-06 02:40,Karol Bagh,28.6519,77.1909,721,7,Cloudy,0,Yes,No,93,Very High
2026-06-06 02:50,Cyber Hub Gurgaon,28.4959,77.0882,799,17,Fog,0,No,Yes,44,Very High
2026-06-06 03:00,MG Road Gurgaon,28.4794,77.0806,420,30,Rain,18,No,Yes,88,Medium
2026-06-06 03:10,Cyber Hub Gurgaon,28.4959,77.0882,464,40,Fog,0,No,No,87,Low
2026-06-06 03:20,Botanical Garden,28.5636,77.334,234,55,Clear,0,No,Yes,17,Low
2026-06-06 03:30,Lajpat Nagar,28.5677,77.243,823,5,Heavy Rain,20,No,No,78,Very High
2026-06-06 03:40,Karol Bagh,28.6519,77.1909,512,36,Fog,0,No,Yes,72,Medium
2026-06-06 03:50,MG Road Gurgaon,28.4794,77.0806,648,15,Heavy Rain,10,No,No,42,High
2026-06-06 04:00,Sector 18 Noida,28.5706,77.324,697,5,Heavy Rain,7,Yes,No,37,Very High
2026-06-06 04:10,Sector 62 Noida,28.628,77.3649,682,25,Clear,0,No,No,10,Medium
2026-06-06 04:20,Pari Chowk,28.4671,77.503,98,37,Heavy Rain,18,Yes,No,91,Medium
2026-06-06 04:30,IGI Airport T3,28.5562,77.1,421,42,Clear,0,No,No,27,Low
2026-06-06 04:40,Lajpat Nagar,28.5677,77.243,593,31,Cloudy,0,No,Yes,71,Medium
2026-06-06 04:50,Sector 18 Noida,28.5706,77.324,244,27,Heavy Rain,11,Yes,No,10,Medium
2026-06-06 05:00,Akshardham Route,28.6127,77.2773,88,38,Heavy Rain,20,Yes,Yes,27,Medium
2026-06-06 05:10,Sector 18 Noida,28.5706,77.324,66,51,Fog,0,Yes,No,49,Low
2026-06-06 05:20,Connaught Place,28.6315,77.2167,755,20,Clear,0,No,No,95,Very High
2026-06-06 05:30,DND Flyway,28.5942,77.3053,638,5,Heavy Rain,1,Yes,No,97,Very High
2026-06-06 05:40,MG Road Gurgaon,28.4794,77.0806,760,5,Heavy Rain,12,Yes,No,75,Very High
2026-06-06 05:50,Sector 18 Noida,28.5706,77.324,581,20,Rain,19,No,No,74,High
2026-06-06 06:00,Greater Noida West,28.59,77.43,299,39,Heavy Rain,18,No,Yes,34,Medium
2026-06-06 06:10,Sector 62 Noida,28.628,77.3649,555,33,Cloudy,0,No,No,32,Medium
2026-06-06 06:20,India Gate,28.6129,77.2295,379,45,Cloudy,0,No,No,55,Low
2026-06-06 06:30,Connaught Place,28.6315,77.2167,188,46,Heavy Rain,18,No,No,32,Low
2026-06-06 06:40,DND Flyway,28.5942,77.3053,127,62,Cloudy,0,No,Yes,85,Low
2026-06-06 06:50,Cyber Hub Gurgaon,28.4959,77.0882,396,32,Heavy Rain,2,No,No,45,Medium
2026-06-06 07:00,DND Flyway,28.5942,77.3053,459,28,Heavy Rain,16,No,No,23,Medium
2026-06-06 07:10,Sector 18 Noida,28.5706,77.324,465,27,Rain,13,No,Yes,43,Medium
2026-06-06 07:20,MG Road Gurgaon,28.4794,77.0806,194,46,Heavy Rain,5,No,No,39,Low
2026-06-06 07:30,Sector 18 Noida,28.5706,77.324,682,5,Heavy Rain,8,Yes,No,30,Very High
2026-06-06 07:40,Greater Noida West,28.59,77.43,253,42,Heavy Rain,12,No,No,98,Low
2026-06-06 07:50,Greater Noida West,28.59,77.43,229,28,Rain,2,Yes,Yes,97,Medium
2026-06-06 08:00,Greater Noida West,28.59,77.43,514,21,Cloudy,0,Yes,Yes,44,High
2026-06-06 08:10,Botanical Garden,28.5636,77.334,793,5,Rain,7,Yes,No,17,Very High
2026-06-06 08:20,DND Flyway,28.5942,77.3053,464,40,Fog,0,No,No,42,Low
2026-06-06 08:30,India Gate,28.6129,77.2295,822,16,Clear,0,No,No,36,Very High
2026-06-06 08:40,Connaught Place,28.6315,77.2167,412,43,Fog,0,No,Yes,48,Low
2026-06-06 08:50,Sector 18 Noida,28.5706,77.324,276,25,Rain,7,Yes,No,28,Medium
2026-06-06 09:00,Sector 62 Noida,28.628,77.3649,429,30,Heavy Rain,4,No,Yes,20,Medium
2026-06-06 09:10,India Gate,28.6129,77.2295,797,17,Fog,0,No,No,40,Very High
2026-06-06 09:20,Greater Noida West,28.59,77.43,666,5,Heavy Rain,1,Yes,No,75,Very High
2026-06-06 09:30,India Gate,28.6129,77.2295,298,36,Cloudy,0,Yes,No,83,Medium
2026-06-06 09:40,Sector 18 Noida,28.5706,77.324,287,51,Fog,0,No,No,12,Low
2026-06-06 09:50,Cyber Hub Gurgaon,28.4959,77.0882,79,65,Fog,0,No,No,11,Low
2026-06-06 10:00,India Gate,28.6129,77.2295,802,17,Fog,0,No,No,31,Very High
2026-06-06 10:10,DND Flyway,28.5942,77.3053,742,6,Fog,0,Yes,No,84,Very High
2026-06-06 10:20,IGI Airport T3,28.5562,77.1,397,32,Heavy Rain,8,No,No,16,Medium
2026-06-06 10:30,Karol Bagh,28.6519,77.1909,634,28,Fog,0,No,Yes,52,Medium
2026-06-06 10:40,Botanical Garden,28.5636,77.334,576,17,Fog,0,Yes,No,49,High
2026-06-06 10:50,Akshardham Route,28.6127,77.2773,430,30,Rain,6,No,No,92,Medium
2026-06-06 11:00,IGI Airport T3,28.5562,77.1,883,5,Cloudy,0,Yes,No,58,Very High
2026-06-06 11:10,Sector 18 Noida,28.5706,77.324,312,23,Rain,7,Yes,No,73,High
2026-06-06 11:20,Botanical Garden,28.5636,77.334,56,55,Rain,13,No,Yes,51,Low
2026-06-06 11:30,Sector 18 Noida,28.5706,77.324,611,30,Clear,0,No,Yes,64,Medium
2026-06-06 11:40,Dwarka Sector 21,28.5511,77.0565,207,57,Clear,0,No,No,10,Low
2026-06-06 11:50,Karol Bagh,28.6519,77.1909,96,64,Cloudy,0,No,No,81,Low
2026-06-06 12:00,Vaishali Ghaziabad,28.646,77.339,832,5,Cloudy,0,Yes,No,94,Very High
2026-06-06 12:10,Lajpat Nagar,28.5677,77.243,235,55,Clear,0,No,Yes,50,Low
2026-06-06 12:20,Lajpat Nagar,28.5677,77.243,93,37,Heavy Rain,15,Yes,No,32,Medium
2026-06-06 12:30,IGI Airport T3,28.5562,77.1,559,33,Fog,0,No,No,98,Medium
2026-06-06 12:40,Akshardham Route,28.6127,77.2773,251,54,Fog,0,No,Yes,84,Low
2026-06-06 12:50,Connaught Place,28.6315,77.2167,696,12,Heavy Rain,8,No,No,52,Very High
2026-06-06 13:00,Botanical Garden,28.5636,77.334,431,27,Clear,0,Yes,No,50,Medium
2026-06-06 13:10,Lajpat Nagar,28.5677,77.243,580,20,Heavy Rain,7,No,Yes,55,High
2026-06-06 13:20,Vaishali Ghaziabad,28.646,77.339,541,19,Clear,0,Yes,No,22,High
2026-06-06 13:30,Vaishali Ghaziabad,28.646,77.339,745,9,Heavy Rain,7,No,Yes,52,Very High
2026-06-06 13:40,Botanical Garden,28.5636,77.334,355,47,Clear,0,No,No,55,Low
2026-06-06 13:50,India Gate,28.6129,77.2295,124,50,Rain,16,No,No,79,Low
2026-06-06 14:00,Botanical Garden,28.5636,77.334,605,5,Heavy Rain,3,Yes,No,92,Very High
2026-06-06 14:10,DND Flyway,28.5942,77.3053,375,33,Heavy Rain,1,No,No,69,Medium
2026-06-06 14:20,Karol Bagh,28.6519,77.1909,294,24,Rain,5,Yes,No,47,High
2026-06-06 14:30,India Gate,28.6129,77.2295,798,17,Clear,0,No,No,68,Very High
2026-06-06 14:40,IGI Airport T3,28.5562,77.1,96,64,Fog,0,No,No,73,Low
2026-06-06 14:50,Karol Bagh,28.6519,77.1909,317,49,Clear,0,No,Yes,73,Low
2026-06-06 15:00,India Gate,28.6129,77.2295,646,15,Rain,4,No,Yes,100,High
2026-06-06 15:10,Sector 62 Noida,28.628,77.3649,267,41,Rain,2,No,Yes,21,Low
2026-06-06 15:20,Lajpat Nagar,28.5677,77.243,175,44,Clear,0,Yes,No,92,Low
2026-06-06 15:30,Sector 62 Noida,28.628,77.3649,802,17,Clear,0,No,Yes,87,Very High
2026-06-06 15:40,Sector 62 Noida,28.628,77.3649,349,20,Rain,20,Yes,No,53,High
2026-06-06 15:50,Karol Bagh,28.6519,77.1909,307,50,Fog,0,No,No,61,Low
2026-06-06 16:00,Connaught Place,28.6315,77.2167,880,12,Cloudy,0,No,No,47,Very High
2026-06-06 16:10,Connaught Place,28.6315,77.2167,646,15,Heavy Rain,14,No,No,35,High
2026-06-06 16:20,Akshardham Route,28.6127,77.2773,404,44,Fog,0,No,Yes,95,Low
2026-06-06 16:30,Greater Noida West,28.59,77.43,416,43,Cloudy,0,No,No,69,Low
2026-06-06 16:40,Greater Noida West,28.59,77.43,461,40,Cloudy,0,No,No,28,Low
2026-06-06 16:50,MG Road Gurgaon,28.4794,77.0806,440,41,Clear,0,No,Yes,41,Low
2026-06-06 17:00,Karol Bagh,28.6519,77.1909,65,51,Fog,0,Yes,No,98,Low
2026-06-06 17:10,DND Flyway,28.5942,77.3053,138,46,Cloudy,0,Yes,No,19,Low
2026-06-06 17:20,Connaught Place,28.6315,77.2167,143,49,Rain,13,No,No,39,Low
2026-06-06 17:30,India Gate,28.6129,77.2295,239,55,Fog,0,No,No,24,Low
2026-06-06 17:40,Vaishali Ghaziabad,28.646,77.339,535,8,Heavy Rain,10,Yes,No,44,Very High
2026-06-06 17:50,India Gate,28.6129,77.2295,232,55,Fog,0,No,Yes,26,Low
2026-06-06 18:00,Greater Noida West,28.59,77.43,184,58,Cloudy,0,No,No,68,Low
2026-06-06 18:10,Dwarka Sector 21,28.5511,77.0565,638,28,Cloudy,0,No,No,73,Medium
2026-06-06 18:20,Cyber Hub Gurgaon,28.4959,77.0882,658,27,Clear,0,No,Yes,88,Medium
2026-06-06 18:30,Connaught Place,28.6315,77.2167,300,23,Heavy Rain,17,Yes,Yes,35,High
2026-06-06 18:40,Karol Bagh,28.6519,77.1909,596,5,Heavy Rain,12,Yes,Yes,72,Very High
2026-06-06 18:50,Pari Chowk,28.4671,77.503,225,55,Fog,0,No,Yes,66,Low
2026-06-06 19:00,Cyber Hub Gurgaon,28.4959,77.0882,584,20,Rain,13,No,Yes,84,High
2026-06-06 19:10,DND Flyway,28.5942,77.3053,94,64,Clear,0,No,No,29,Low
2026-06-06 19:20,Akshardham Route,28.6127,77.2773,283,37,Cloudy,0,Yes,No,60,Medium
2026-06-06 19:30,Akshardham Route,28.6127,77.2773,785,6,Rain,17,No,No,41,Very High
2026-06-06 19:40,IGI Airport T3,28.5562,77.1,468,27,Heavy Rain,6,No,No,40,Medium
2026-06-06 19:50,MG Road Gurgaon,28.4794,77.0806,627,29,Fog,0,No,Yes,73,Medium
2026-06-06 20:00,Connaught Place,28.6315,77.2167,859,13,Fog,0,No,Yes,54,Very High
2026-06-06 20:10,DND Flyway,28.5942,77.3053,98,52,Heavy Rain,16,No,Yes,48,Low
2026-06-06 20:20,DND Flyway,28.5942,77.3053,790,18,Clear,0,No,No,77,Very High
2026-06-06 20:30,Pari Chowk,28.4671,77.503,872,12,Clear,0,No,No,29,Very High
2026-06-06 20:40,Sector 18 Noida,28.5706,77.324,547,34,Fog,0,No,Yes,24,Medium
2026-06-06 20:50,Sector 62 Noida,28.628,77.3649,53,55,Rain,7,No,No,11,Low
2026-06-06 21:00,Sector 18 Noida,28.5706,77.324,631,16,Rain,10,No,No,92,High
2026-06-06 21:10,India Gate,28.6129,77.2295,807,17,Cloudy,0,No,No,37,Very High
2026-06-06 21:20,Connaught Place,28.6315,77.2167,222,56,Clear,0,No,Yes,76,Low
2026-06-06 21:30,Vaishali Ghaziabad,28.646,77.339,127,35,Heavy Rain,9,Yes,No,22,Medium
2026-06-06 21:40,Akshardham Route,28.6127,77.2773,662,14,Heavy Rain,9,No,Yes,70,Very High
2026-06-06 21:50,Connaught Place,28.6315,77.2167,195,42,Fog,0,Yes,No,82,Low
2026-06-06 22:00,MG Road Gurgaon,28.4794,77.0806,820,16,Clear,0,No,No,24,Very High
2026-06-06 22:10,Vaishali Ghaziabad,28.646,77.339,525,23,Heavy Rain,4,No,No,19,High
2026-06-06 22:20,Botanical Garden,28.5636,77.334,194,58,Cloudy,0,No,No,42,Low
2026-06-06 22:30,Sector 62 Noida,28.628,77.3649,87,53,Rain,5,No,No,93,Low
2026-06-06 22:40,Connaught Place,28.6315,77.2167,520,24,Heavy Rain,6,No,No,56,High
2026-06-06 22:50,Greater Noida West,28.59,77.43,414,43,Fog,0,No,No,73,Low
2026-06-06 23:00,Cyber Hub Gurgaon,28.4959,77.0882,254,42,Heavy Rain,6,No,Yes,76,Low
2026-06-06 23:10,Karol Bagh,28.6519,77.1909,547,22,Rain,8,No,No,89,High
2026-06-06 23:20,Greater Noida West,28.59,77.43,70,51,Clear,0,Yes,No,94,Low
2026-06-06 23:30,IGI Airport T3,28.5562,77.1,421,27,Clear,0,Yes,No,61,Medium
2026-06-06 23:40,India Gate,28.6129,77.2295,822,16,Fog,0,No,No,87,Very High
2026-06-06 23:50,Pari Chowk,28.4671,77.503,689,25,Clear,0,No,Yes,32,Medium
2026-06-07 00:00,Akshardham Route,28.6127,77.2773,659,15,Heavy Rain,11,No,No,29,High
